id,nome,ruolo,ruolo_mantra,squadra,qi,qa,fvm,qi_mantra,qa_mantra,fvm_mantra,presenze_pct,probabile,probabile_pct,probabile_status,url,season
5457,Maleh,C,M/C,CRE,6,5,5,7,5,7,55,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/cremonese/maleh/5457/2025-26,2025-26
5116,Martinez Jo.,P,POR,INT,2,5,1,2,5,1,13,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/inter/martinez-jo/5116/2025-26,2025-26
6917,Masini,C,M/C,GEN,5,5,7,5,5,8,55,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/genoa/masini/6917/2025-26,2025-26
6836,Meister,A,PC,PIS,2,5,9,2,5,9,71,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/meister/6836/2025-26,2025-26
7374,Mendy P.,A,PC,CAG,1,5,15,1,5,12,21,True,60,titolare,https://www.fantacalcio.it/serie-a/squadre/cagliari/mendy-p/7374/2025-26,2025-26
7337,Motta,P,POR,LAZ,1,5,15,1,5,15,24,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/lazio/motta/7337/2025-26,2025-26
6205,Mulattieri,A,PC,SAS,5,5,10,4,4,10,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/mulattieri/6205/2025-26,2025-26
5295,Musah,C,C/W,ATA,6,5,11,6,5,13,42,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/atalanta/musah/5295/2025-26,2025-26
7018,Nelsson,D,DC,VER,5,5,11,5,5,11,97,,,,https://www.fantacalcio.it/serie-a/squadre/verona/nelsson/7018/2025-26,2025-26
7322,Ngom,C,M/C,LEC,1,5,1,1,5,1,34,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/lecce/ngom/7322/2025-26,2025-26
5840,Olivera,D,DS/E,NAP,10,5,14,10,5,11,58,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/napoli/olivera/5840/2025-26,2025-26
6481,Payero,C,C,CRE,4,5,8,4,5,8,66,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/payero/6481/2025-26,2025-26
2728,Pellegrini Lu.,D,DS/E,LAZ,3,5,9,3,5,9,63,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/pellegrini-lu/2728/2025-26,2025-26
5603,Pongracic,D,DC,FIO,5,5,12,5,5,12,92,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/fiorentina/pongracic/5603/2025-26,2025-26
7146,Tourè I.,C,E/M,PIS,6,5,12,7,5,15,79,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/tourè-i/7146/2025-26,2025-26
7235,Troilo,D,DC,PAR,6,5,12,6,5,12,55,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/parma/troilo/7235/2025-26,2025-26
5307,Valenti,D,DC,PAR,4,5,10,4,5,10,71,False,35,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/valenti/5307/2025-26,2025-26
6896,Van Der Brempt,D,DD/E,COM,4,5,8,4,5,8,37,,,,https://www.fantacalcio.it/serie-a/squadre/como/van-der-brempt/6896/2025-26,2025-26
6990,Veiga D.,D,DD/E,LEC,1,5,13,1,5,13,95,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/lecce/veiga-d/6990/2025-26,2025-26
4374,Walukiewicz,D,DD/DC,SAS,5,5,12,6,5,14,89,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/walukiewicz/4374/2025-26,2025-26
2842,Zanimacchia,C,W,CRE,5,5,5,4,4,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/zanimacchia/2842/2025-26,2025-26
7274,Zè Pedro,D,DC,CAG,4,5,11,4,5,11,58,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/cagliari/zè-pedro/7274/2025-26,2025-26
6916,Ahanor,D,B/DS/E,ATA,6,4,10,7,4,12,55,,,,https://www.fantacalcio.it/serie-a/squadre/atalanta/ahanor/6916/2025-26,2025-26
612,Bianchetti,D,DC,CRE,3,4,9,3,4,9,71,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/bianchetti/612/2025-26,2025-26
6653,Bravo,A,A,UDI,6,4,12,6,4,12,11,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/bravo/6653/2025-26,2025-26
7255,Britschgi,D,DD/DS/E,PAR,1,4,8,1,4,10,74,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/parma/britschgi/7255/2025-26,2025-26
6106,Carboni V.,C,T/A,GEN,11,4,12,11,4,12,26,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/carboni-v/6106/2025-26,2025-26
4856,Chukwueze,C,W,MIL,4,4,11,3,3,9,3,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/milan/chukwueze/4856/2025-26,2025-26
6495,Comuzzo,D,DC,FIO,7,4,11,7,4,11,63,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/fiorentina/comuzzo/6495/2025-26,2025-26
6665,Coulibaly W.,D,DD/DS/E,SAS,3,4,4,4,4,6,47,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/coulibaly-w/6665/2025-26,2025-26
5851,Doig,D,DS/E,SAS,6,4,10,6,4,10,71,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/sassuolo/doig/5851/2025-26,2025-26
7130,Folino,D,DC,CRE,4,4,8,4,4,8,29,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/folino/7130/2025-26,2025-26
2848,Frattesi,C,C/T,INT,14,4,10,14,4,10,37,True,80,titolare,https://www.fantacalcio.it/serie-a/squadre/inter/frattesi/2848/2025-26,2025-26
4930,Ghion,C,M/C,SAS,4,4,9,4,4,12,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/ghion/4930/2025-26,2025-26
5688,Harroui,C,W/T,VER,7,4,10,7,4,12,45,,,,https://www.fantacalcio.it/serie-a/squadre/verona/harroui/5688/2025-26,2025-26
7212,Heggem,D,DS/DC,BOL,4,4,12,5,4,14,66,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/bologna/heggem/7212/2025-26,2025-26
785,Immobile,A,PC,BOL,19,4,15,19,4,12,16,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/immobile/785/2025-26,2025-26
7203,Jashari,C,C,MIL,13,4,10,13,4,10,32,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/milan/jashari/7203/2025-26,2025-26
256,Juan Jesus,D,DS/DC,NAP,3,4,10,3,4,12,55,,,,https://www.fantacalcio.it/serie-a/squadre/napoli/juan-jesus/256/2025-26,2025-26
5685,Koopmeiners,C,C/T,JUV,14,4,11,14,4,11,76,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/juventus/koopmeiners/5685/2025-26,2025-26
7349,Kulenovic,A,PC,TOR,5,4,9,5,4,9,18,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/torino/kulenovic/7349/2025-26,2025-26
4385,Lazaro,D,DD/E,TOR,7,4,11,7,4,11,79,,,,https://www.fantacalcio.it/serie-a/squadre/torino/lazaro/4385/2025-26,2025-26
7153,Lind,A,PC,PIS,4,4,7,4,4,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/lind/7153/2025-26,2025-26
5481,Mazzocchi,D,DD/DS/E,NAP,3,4,7,3,4,9,24,,,,https://www.fantacalcio.it/serie-a/squadre/napoli/mazzocchi/5481/2025-26,2025-26
6630,Mosquera,A,PC,VER,6,4,8,6,4,8,37,,,,https://www.fantacalcio.it/serie-a/squadre/verona/mosquera/6630/2025-26,2025-26
6227,Okafor,A,A,MIL,4,4,5,4,4,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/milan/okafor/6227/2025-26,2025-26
6314,Openda,A,PC,JUV,22,4,8,22,4,8,37,,,,https://www.fantacalcio.it/serie-a/squadre/juventus/openda/6314/2025-26,2025-26
6218,Oristanio,C,W/T/A,PAR,12,4,10,12,4,13,47,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/oristanio/6218/2025-26,2025-26
6992,Oyegoke,D,B/DD/E,VER,2,4,4,2,4,5,26,,,,https://www.fantacalcio.it/serie-a/squadre/verona/oyegoke/6992/2025-26,2025-26
770,Pezzella Giu.,D,DS/E,CRE,5,4,10,5,4,10,82,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/pezzella-giu/770/2025-26,2025-26
7145,Piccinini G.,C,E/M,PIS,6,4,10,7,4,12,58,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/piccinini-g/7145/2025-26,2025-26
2722,Ravaglia F.,P,POR,BOL,3,4,3,3,4,3,45,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/ravaglia-f/2722/2025-26,2025-26
7268,Rodriguez Ju.,D,DS/DC,CAG,1,4,10,1,4,12,42,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/cagliari/rodriguez-ju/7268/2025-26,2025-26
7020,Salah-Eddine,D,E,ROM,4,4,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/roma/salah-eddine/7020/2025-26,2025-26
479,Sanabria,A,PC,CRE,7,4,10,6,4,10,61,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/sanabria/479/2025-26,2025-26
6159,Sarr A.,A,A,VER,8,4,8,8,4,8,76,,,,https://www.fantacalcio.it/serie-a/squadre/verona/sarr-a/6159/2025-26,2025-26
5319,Sohm,C,C,BOL,12,4,12,12,4,12,63,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/bologna/sohm/5319/2025-26,2025-26
7344,Stojilkovic,A,PC,PIS,4,4,7,4,4,7,32,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/stojilkovic/7344/2025-26,2025-26
6486,Suslov,C,W/T,VER,9,4,13,9,4,13,26,,,,https://www.fantacalcio.it/serie-a/squadre/verona/suslov/6486/2025-26,2025-26
6628,Taremi,A,PC,INT,4,4,5,3,3,4,0,,,,https://www.fantacalcio.it/serie-a/squadre/inter/taremi/6628/2025-26,2025-26
6055,Thiaw,D,DC,MIL,4,4,8,4,4,8,0,,,,https://www.fantacalcio.it/serie-a/squadre/milan/thiaw/6055/2025-26,2025-26
6894,Unai Nunez,D,DC,VER,5,4,8,5,4,8,45,,,,https://www.fantacalcio.it/serie-a/squadre/verona/unai-nunez/6894/2025-26,2025-26
7068,Vitik,D,DC,BOL,8,4,7,8,4,7,47,False,35,panchina,https://www.fantacalcio.it/serie-a/squadre/bologna/vitik/7068/2025-26,2025-26
6575,Zaragoza,C,W/A,ROM,7,4,10,6,4,10,8,,,,https://www.fantacalcio.it/serie-a/squadre/roma/zaragoza/6575/2025-26,2025-26
6207,Almqvist,A,W/A,PAR,4,3,7,4,3,8,24,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/almqvist/6207/2025-26,2025-26
6231,Azzi,D,DS/E,CRE,3,3,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/azzi/6231/2025-26,2025-26
5353,Balogh,D,DC,PAR,3,3,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/parma/balogh/5353/2025-26,2025-26
6191,Belahyane,C,M/C,LAZ,4,3,7,4,3,10,29,False,60,panchina,https://www.fantacalcio.it/serie-a/squadre/lazio/belahyane/6191/2025-26,2025-26
7253,Bella-Kotchap,D,DC,VER,6,3,10,6,3,10,47,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/verona/bella-kotchap/7253/2025-26,2025-26
6213,Brenner,A,A,UDI,3,3,5,3,3,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/brenner/6213/2025-26,2025-26
2745,Calabresi,D,B/DD/E,PIS,3,3,6,4,3,8,66,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/calabresi/2745/2025-26,2025-26
6149,Carboni F.,D,DS/E,PAR,2,3,4,2,3,4,5,False,30,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/carboni-f/6149/2025-26,2025-26
5863,Castagnetti,C,M/C,CRE,3,3,5,3,3,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/castagnetti/5863/2025-26,2025-26
2525,Darmian,D,B/DD/E,INT,4,3,8,5,3,10,13,,,,https://www.fantacalcio.it/serie-a/squadre/inter/darmian/2525/2025-26,2025-26
5512,De Luca,A,PC,CRE,8,3,3,7,2,3,3,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/de-luca/5512/2025-26,2025-26
487,De Silvestri,D,DD/E,BOL,4,3,8,4,3,8,26,False,20,panchina,https://www.fantacalcio.it/serie-a/squadre/bologna/de-silvestri/487/2025-26,2025-26
322,De Vrij,D,DC,INT,9,3,9,9,3,9,21,,,,https://www.fantacalcio.it/serie-a/squadre/inter/de-vrij/322/2025-26,2025-26
6895,Dominguez B.,A,W/A,BOL,9,3,8,9,3,8,32,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/bologna/dominguez-b/6895/2025-26,2025-26
4911,Douglas Luiz,C,C,JUV,3,3,6,3,3,6,0,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/juventus/douglas-luiz/4911/2025-26,2025-26
647,Dzeko,A,PC,FIO,15,3,10,15,3,10,21,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/dzeko/647/2025-26,2025-26
6225,El Azzouzi,C,M/C,BOL,3,3,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/el-azzouzi/6225/2025-26,2025-26
4982,Erlic,D,DC,BOL,3,3,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/erlic/4982/2025-26,2025-26
6010,Fazzini,C,C/T,FIO,11,3,10,11,3,10,32,True,80,titolare,https://www.fantacalcio.it/serie-a/squadre/fiorentina/fazzini/6010/2025-26,2025-26
6417,Furlanetto,P,POR,LAZ,1,3,1,1,3,1,5,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/furlanetto/6417/2025-26,2025-26
6533,Giannetti L.,D,DC,UDI,3,3,5,3,3,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/giannetti-l/6533/2025-26,2025-26
5135,Guaita,P,POR,PAR,5,3,1,5,3,1,0,,,,https://www.fantacalcio.it/serie-a/squadre/parma/guaita/5135/2025-26,2025-26
7147,Hojholt,C,M/C,PIS,1,3,7,1,3,8,39,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/hojholt/7147/2025-26,2025-26
7157,Iannoni,C,C,SAS,1,3,8,1,3,8,13,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/sassuolo/iannoni/7157/2025-26,2025-26
6112,Iling Junior,C,E/W,PIS,5,3,11,5,3,11,8,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/iling-junior/6112/2025-26,2025-26
6410,Kaba,C,M/C,LEC,1,3,12,1,3,15,29,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/kaba/6410/2025-26,2025-26
6459,Karlsson,A,W/A,BOL,3,3,7,3,3,7,0,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/karlsson/6459/2025-26,2025-26
2263,Lazzari,D,DD/E,LAZ,4,3,9,4,3,9,45,False,35,panchina,https://www.fantacalcio.it/serie-a/squadre/lazio/lazzari/2263/2025-26,2025-26
7254,Lorran,C,T,PIS,7,3,8,6,3,8,11,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/lorran/7254/2025-26,2025-26
5850,Lovric,C,C,VER,9,3,9,9,3,9,26,,,,https://www.fantacalcio.it/serie-a/squadre/verona/lovric/5850/2025-26,2025-26
5297,Luvumbo,A,A,CAG,12,3,10,12,3,10,26,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/luvumbo/5297/2025-26,2025-26
6809,Marianucci,D,DC,TOR,3,3,8,3,3,8,29,,,,https://www.fantacalcio.it/serie-a/squadre/torino/marianucci/6809/2025-26,2025-26
6984,Ondrejka,C,W/A,PAR,13,3,9,12,3,9,39,,,,https://www.fantacalcio.it/serie-a/squadre/parma/ondrejka/6984/2025-26,2025-26
327,Patric,D,DD/DC,LAZ,4,3,10,4,3,10,26,,,,https://www.fantacalcio.it/serie-a/squadre/lazio/patric/327/2025-26,2025-26
247,Pavoletti,A,PC,CAG,1,3,7,1,3,7,16,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/pavoletti/247/2025-26,2025-26
7353,Pedro Felipe,D,DC,SAS,1,3,3,1,3,3,5,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/pedro-felipe/7353/2025-26,2025-26
6644,Rocha Livramento,A,PC,VER,3,3,8,2,2,6,0,,,,https://www.fantacalcio.it/serie-a/squadre/verona/rocha-livramento/6644/2025-26,2025-26
791,Sabelli,D,DD/DS/E,GEN,5,3,10,5,3,12,34,False,25,panchina,https://www.fantacalcio.it/serie-a/squadre/genoa/sabelli/791/2025-26,2025-26
6528,Sarmiento J.,C,W/T,CRE,4,3,8,4,3,8,13,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/sarmiento-j/6528/2025-26,2025-26
6802,Savona,D,B/DD/E,JUV,3,3,9,4,4,11,0,,,,https://www.fantacalcio.it/serie-a/squadre/juventus/savona/6802/2025-26,2025-26
4284,Sergi Roberto,C,M/C,COM,4,3,12,4,3,14,34,,,,https://www.fantacalcio.it/serie-a/squadre/como/sergi-roberto/4284/2025-26,2025-26
6634,Tete Morente,C,W,LEC,9,3,12,8,3,10,39,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/tete-morente/6634/2025-26,2025-26
5168,Tsimikas,D,DS/E,ROM,4,3,8,4,3,8,34,,,,https://www.fantacalcio.it/serie-a/squadre/roma/tsimikas/5168/2025-26,2025-26
6957,Valentini N.,D,DC,VER,4,3,8,4,3,8,50,,,,https://www.fantacalcio.it/serie-a/squadre/verona/valentini-n/6957/2025-26,2025-26
6245,Vogliacco,D,DD/DC,GEN,3,3,3,4,4,4,0,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/vogliacco/6245/2025-26,2025-26
7150,Vural,C,C,PIS,3,3,6,3,3,6,37,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/vural/7150/2025-26,2025-26
6212,Zarraga,C,M/C,UDI,2,3,6,2,3,7,26,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/udinese/zarraga/6212/2025-26,2025-26
7335,Zatterstrom,D,DC,GEN,4,3,8,4,3,8,5,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/zatterstrom/7335/2025-26,2025-26
6211,Zemura,D,DS/E,UDI,3,3,8,3,3,8,39,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/zemura/6211/2025-26,2025-26
7010,Al-Musrati,C,M/C,VER,4,2,7,5,2,8,37,,,,https://www.fantacalcio.it/serie-a/squadre/verona/al-musrati/7010/2025-26,2025-26
7338,Albarracin,A,A,CAG,1,2,1,1,2,1,5,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/albarracin/7338/2025-26,2025-26
5845,Alvarez A.,A,PC,SAS,2,2,4,1,1,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/alvarez-a/5845/2025-26,2025-26
7264,Ambrosino,A,PC,NAP,1,2,1,1,2,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/napoli/ambrosino/7264/2025-26,2025-26
6889,Anjorin,C,C/T,TOR,10,2,9,10,2,9,24,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/torino/anjorin/6889/2025-26,2025-26
7312,Arizala,D,DS/E,UDI,1,2,1,1,2,1,13,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/udinese/arizala/7312/2025-26,2025-26
5719,Asllani,C,M/C,TOR,4,2,14,4,2,19,37,,,,https://www.fantacalcio.it/serie-a/squadre/torino/asllani/5719/2025-26,2025-26
7036,Bakola,C,C/T,SAS,3,2,7,3,2,7,8,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/sassuolo/bakola/7036/2025-26,2025-26
7377,Balbo,D,DS/E,FIO,1,2,4,1,2,4,11,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/balbo/7377/2025-26,2025-26
7161,Bayo V.,A,PC,UDI,4,2,8,4,2,8,32,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/udinese/bayo-v/7161/2025-26,2025-26
252,Biraghi,D,DS/E,TOR,8,2,5,8,2,5,29,,,,https://www.fantacalcio.it/serie-a/squadre/torino/biraghi/252/2025-26,2025-26
6219,Boloca,C,M/C,SAS,6,2,4,6,2,6,5,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/boloca/6219/2025-26,2025-26
6444,Bonfanti,D,DC,PIS,2,2,8,2,2,8,24,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/bonfanti/6444/2025-26,2025-26
7239,Braschi,A,PC,FIO,1,2,1,1,2,1,5,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/braschi/7239/2025-26,2025-26
6519,Camarda,A,PC,LEC,12,2,8,12,2,8,47,False,30,panchina,https://www.fantacalcio.it/serie-a/squadre/lecce/camarda/6519/2025-26,2025-26
7222,Cham,D,DD/DS/E,VER,1,2,6,1,2,6,8,,,,https://www.fantacalcio.it/serie-a/squadre/verona/cham/7222/2025-26,2025-26
6403,Christensen O.,P,POR,FIO,1,2,1,1,2,1,3,False,5,panchina,https://www.fantacalcio.it/serie-a/squadre/fiorentina/christensen-o/6403/2025-26,2025-26
7132,Collocolo,C,M/C,CRE,8,2,8,9,2,10,13,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/collocolo/7132/2025-26,2025-26
4677,Cornet,C,W,GEN,7,2,5,7,2,5,13,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/cornet/4677/2025-26,2025-26
5406,Di Pardo,D,DD/E,CAG,2,2,4,2,2,4,3,,,,https://www.fantacalcio.it/serie-a/squadre/cagliari/di-pardo/5406/2025-26,2025-26
6676,Engelhardt,C,M/C,COM,2,2,3,2,2,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/engelhardt/6676/2025-26,2025-26
5273,Estupinan,D,DS/E,MIL,11,2,8,11,2,8,37,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/milan/estupinan/5273/2025-26,2025-26
6506,Fini,C,E/W,GEN,1,2,1,1,2,1,3,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/genoa/fini/6506/2025-26,2025-26
7069,Fortini,D,E,FIO,3,2,9,3,2,9,32,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/fiorentina/fortini/7069/2025-26,2025-26
6632,Gaspar K.,D,DC,LEC,8,2,10,8,2,10,55,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/lecce/gaspar-k/6632/2025-26,2025-26
7248,Gorter,C,M/C,LEC,1,2,1,1,2,1,3,True,85,titolare,https://www.fantacalcio.it/serie-a/squadre/lecce/gorter/7248/2025-26,2025-26
6722,Gronbaek,C,W/T,GEN,12,2,4,12,2,4,5,,,,https://www.fantacalcio.it/serie-a/squadre/genoa/gronbaek/6722/2025-26,2025-26
6821,Hainaut,D,DD/E,PAR,2,2,5,2,2,5,0,True,100,titolare,https://www.fantacalcio.it/serie-a/squadre/parma/hainaut/6821/2025-26,2025-26
5872,Helgason,C,C/T,LEC,8,2,7,8,2,7,11,False,55,panchina,https://www.fantacalcio.it/serie-a/squadre/lecce/helgason/5872/2025-26,2025-26
7326,Helland,D,DD/DC,BOL,4,2,7,4,2,7,16,True,70,titolare,https://www.fantacalcio.it/serie-a/squadre/bologna/helland/7326/2025-26,2025-26
4423,Hernani,C,C,PAR,7,2,10,7,2,10,8,,,,https://www.fantacalcio.it/serie-a/squadre/parma/hernani/4423/2025-26,2025-26
6944,Jack,D,DS/DC,COM,2,2,4,2,2,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/como/jack/6944/2025-26,2025-26
6883,Jean,D,DC,LEC,3,2,3,3,2,3,13,,,,https://www.fantacalcio.it/serie-a/squadre/lecce/jean/6883/2025-26,2025-26
4495,Kumbulla,D,DC,ROM,2,2,5,2,2,5,0,,,,https://www.fantacalcio.it/serie-a/squadre/roma/kumbulla/4495/2025-26,2025-26
2006,Lirola,D,B/DD/E,VER,4,2,7,4,2,8,13,,,,https://www.fantacalcio.it/serie-a/squadre/verona/lirola/2006/2025-26,2025-26
6965,Lovik,D,DS/E,PAR,2,2,7,2,2,7,16,,,,https://www.fantacalcio.it/serie-a/squadre/parma/lovik/6965/2025-26,2025-26
2653,Lykogiannis,D,DS/E,BOL,5,2,10,5,2,10,21,,,,https://www.fantacalcio.it/serie-a/squadre/bologna/lykogiannis/2653/2025-26,2025-26
7149,Marin M.,C,M/C,PIS,6,2,8,6,2,10,53,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/marin-m/7149/2025-26,2025-26
4904,Marì,D,DC,FIO,7,2,8,7,2,8,26,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/marì/4904/2025-26,2025-26
49,Masina,D,B/DS/E,TOR,3,2,8,4,2,10,11,,,,https://www.fantacalcio.it/serie-a/squadre/torino/masina/49/2025-26,2025-26
6411,Mateus Lusuardi,D,DC,PIS,4,2,5,4,2,5,8,,,,https://www.fantacalcio.it/serie-a/squadre/pisa/mateus-lusuardi/6411/2025-26,2025-26
7381,Mikolajewski,A,PC,PAR,1,2,1,1,2,1,3,,,,https://www.fantacalcio.it/serie-a/squadre/parma/mikolajewski/7381/2025-26,2025-26
6189,Missori,D,DD/E,SAS,2,2,5,2,2,5,0,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/sassuolo/missori/6189/2025-26,2025-26
7356,Mlacic,D,DC,UDI,3,2,9,3,2,9,8,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/mlacic/7356/2025-26,2025-26
313,Morata,A,PC,COM,18,2,10,18,2,10,45,,,,https://www.fantacalcio.it/serie-a/squadre/como/morata/313/2025-26,2025-26
6555,Moumbagna,A,PC,CRE,6,2,5,6,2,5,13,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/moumbagna/6555/2025-26,2025-26
7202,Ndiaye,D,DC,PAR,4,2,5,4,2,5,29,False,35,panchina,https://www.fantacalcio.it/serie-a/squadre/parma/ndiaye/7202/2025-26,2025-26
5540,Niasse,C,M/C,VER,3,2,9,3,2,11,42,,,,https://www.fantacalcio.it/serie-a/squadre/verona/niasse/5540/2025-26,2025-26
5156,Nkounkou,D,DS/E,TOR,3,2,8,3,2,8,21,,,,https://www.fantacalcio.it/serie-a/squadre/torino/nkounkou/5156/2025-26,2025-26
6977,Otoa,D,DC,GEN,2,2,9,2,2,9,26,False,40,panchina,https://www.fantacalcio.it/serie-a/squadre/genoa/otoa/6977/2025-26,2025-26
6925,Palma,D,DC,UDI,1,2,4,1,2,4,11,,,,https://www.fantacalcio.it/serie-a/squadre/udinese/palma/6925/2025-26,2025-26
5857,Pickel,C,M/C,CRE,2,2,3,2,2,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/pickel/5857/2025-26,2025-26
1842,Pierini,A,A,SAS,5,2,8,5,2,8,11,,,,https://www.fantacalcio.it/serie-a/squadre/sassuolo/pierini/1842/2025-26,2025-26
5860,Ravanelli,D,DC,CRE,2,2,3,2,2,3,0,,,,https://www.fantacalcio.it/serie-a/squadre/cremonese/ravanelli/5860/2025-26,2025-26
6804,Richardson,C,M/C,FIO,4,2,8,4,2,9,3,,,,https://www.fantacalcio.it/serie-a/squadre/fiorentina/richardson/6804/2025-26,2025-26
4459,Rovella,C,M/C,LAZ,8,2,8,9,2,10,29,True,90,titolare,https://www.fantacalcio.it/serie-a/squadre/lazio/rovella/4459/2025-26,2025-26
294,Rugani,D,DC,FIO,3,2,10,3,2,10,21,False,15,panchina,https://www.fantacalcio.it/serie-a/squadre/fiorentina/rugani/294/2025-26,2025-26
